identifier,title,description,subject,creator
http://arxiv.org/abs/1203.4600,A Szemeredi-Trotter type theorem in $\mathbb{R}^4$,"  We show that $m$ points and $n$ two-dimensional algebraic surfaces in $\mathbb{R}^4$ can have at most $O(m^{\frac{k}{2k-1}}n^{\frac{2k-2}{2k-1}}+m+n)$ incidences, provided that the algebraic surfaces behave like pseudoflats with $k$ degrees of freedom, and that $m\leq n^{\frac{2k+2}{3k}}$. As a special case, we obtain a Szemer\'edi-Trotter type theorem for 2--planes in $\mathbb{R}^4$, provided $m\leq n$ and the planes intersect transversely. As a further special case, we obtain a Szemer\'edi-Trotter type theorem for complex lines in $\mathbb{C}^2$ with no restrictions on $m$ and $n$ (this theorem was originally proved by T\'oth using a different method). As a third special case, we obtain a Szemer\'edi-Trotter type theorem for complex unit circles in $\mathbb{C}^2$. We obtain our results by combining several tools, including a two-level analogue of the discrete polynomial partitioning theorem and the crossing lemma. ",Mathematics - Combinatorics ; Computer Science - Computational Geometry ; ,"Zahl, Joshua ; "
http://arxiv.org/abs/1203.5184,A Universal Model of Commuting Networks,"  We test a recently proposed model of commuting networks on 80 case studies from different regions of the world (Europe and United-States) and with geographic units of different sizes (municipality, county, region). The model takes as input the number of commuters coming in and out of each geographic unit and generates the matrix of commuting flows betwen the geographic units. We show that the single parameter of the model, which rules the compromise between the influence of the distance and job opportunities, follows a universal law that depends only on the average surface of the geographic units. We verified that the law derived from a part of the case studies yields accurate results on other case studies. We also show that our model significantly outperforms the two other approaches proposing a universal commuting model (Balcan et al. (2009); Simini et al. (2012)), particularly when the geographic units are small (e.g. municipalities). ",Mathematics - Statistics Theory ; Computer Science - Social and Information Networks ; Physics - Physics and Society ; ,"Lenormand, Maxime ; Huet, Sylvie ; Gargiulo, Floriana ; Deffuant, Guillaume ; "
http://arxiv.org/abs/1203.5188,Semi-Automatically Extracting FAQs to Improve Accessibility of Software   Development Knowledge,"  Frequently asked questions (FAQs) are a popular way to document software development knowledge. As creating such documents is expensive, this paper presents an approach for automatically extracting FAQs from sources of software development discussion, such as mailing lists and Internet forums, by combining techniques of text mining and natural language processing. We apply the approach to popular mailing lists and carry out a survey among software developers to show that it is able to extract high-quality FAQs that may be further improved by experts. ",Computer Science - Software Engineering ; Computer Science - Computation and Language ; Computer Science - Information Retrieval ; ,"Henß, Stefan ; Monperrus, Martin ; Mezini, Mira ; "
http://arxiv.org/abs/1203.5414,"Clique problem, cutting plane proofs and communication complexity","  Motivated by its relation to the length of cutting plane proofs for the Maximum Biclique problem, we consider the following communication game on a given graph G, known to both players. Let K be the maximal number of vertices in a complete bipartite subgraph of G, which is not necessarily an induced subgraph if G is not bipartite. Alice gets a set A of vertices, and Bob gets a disjoint set B of vertices such that |A|+|B|>K. The goal is to find a nonedge of G between A and B. We show that O(\log n) bits of communication are enough for every n-vertex graph. ",Computer Science - Computational Complexity ; Computer Science - Discrete Mathematics ; ,"Jukna, S. ; "
http://arxiv.org/abs/1203.5706,Effective de Rham Cohomology - The General Case,"  Grothendieck has proved that each class in the de Rham cohomology of a smooth complex affine variety can be represented by a differential form with polynomial coefficients. After having proved a single exponential bound for the degrees of these forms in the case of a hypersurface, here we generalize this result to arbitrary codimension. More precisely, we show that the p-th de Rham cohomology of a smooth affine variety of dimension m and degree D can be represented by differential forms of degree (pD)^{O(pm)}. This result is relevant for the algorithmic computation of the cohomology, but is also motivated by questions in the theory of ordinary differential equations related to the infinitesimal Hilbert 16th problem. ","Mathematics - Algebraic Geometry ; Computer Science - Computational Complexity ; Mathematics - Commutative Algebra ; 14Q20, 14Q15, 68W30, 34C07 ; ","Scheiblechner, Peter ; "
http://arxiv.org/abs/1203.6152,The FO^2 alternation hierarchy is decidable,"  We consider the two-variable fragment FO^2[<] of first-order logic over finite words. Numerous characterizations of this class are known. Th\'erien and Wilke have shown that it is decidable whether a given regular language is definable in FO^2[<]. From a practical point of view, as shown by Weis, FO^2[<] is interesting since its satisfiability problem is in NP. Restricting the number of quantifier alternations yields an infinite hierarchy inside the class of FO^2[<]-definable languages. We show that each level of this hierarchy is decidable. For this purpose, we relate each level of the hierarchy with a decidable variety of finite monoids. Our result implies that there are many different ways of climbing up the FO^2[<]-quantifier alternation hierarchy: deterministic and co-deterministic products, Mal'cev products with definite and reverse definite semigroups, iterated block products with J-trivial monoids, and some inductively defined omega-term identities. A combinatorial tool in the process of ascension is that of condensed rankers, a refinement of the rankers of Weis and Immerman and the turtle programs of Schwentick, Th\'erien, and Vollmer. ",Computer Science - Logic in Computer Science ; Computer Science - Formal Languages and Automata Theory ; ,"Kufleitner, Manfred ; Weil, Pascal ; "
http://arxiv.org/abs/1203.6286,On the Easiest and Hardest Fitness Functions,"  The hardness of fitness functions is an important research topic in the field of evolutionary computation. In theory, the study can help understanding the ability of evolutionary algorithms. In practice, the study may provide a guideline to the design of benchmarks. The aim of this paper is to answer the following research questions: Given a fitness function class, which functions are the easiest with respect to an evolutionary algorithm? Which are the hardest? How are these functions constructed? The paper provides theoretical answers to these questions. The easiest and hardest fitness functions are constructed for an elitist (1+1) evolutionary algorithm to maximise a class of fitness functions with the same optima. It is demonstrated that the unimodal functions are the easiest and deceptive functions are the hardest in terms of the time-fitness landscape. The paper also reveals that the easiest fitness function to one algorithm may become the hardest to another algorithm, and vice versa. ",Computer Science - Neural and Evolutionary Computing ; ,"He, Jun ; Chen, Tianshi ; Yao, Xin ; "
http://arxiv.org/abs/1203.6566,New Combinatorial Construction Techniques for Low-Density Parity-Check   Codes and Systematic Repeat-Accumulate Codes,"  This paper presents several new construction techniques for low-density parity-check (LDPC) and systematic repeat-accumulate (RA) codes. Based on specific classes of combinatorial designs, the improved code design focuses on high-rate structured codes with constant column weights 3 and higher. The proposed codes are efficiently encodable and exhibit good structural properties. Experimental results on decoding performance with the sum-product algorithm show that the novel codes offer substantial practical application potential, for instance, in high-speed applications in magnetic recording and optical communications channels. ",Computer Science - Information Theory ; Computer Science - Discrete Mathematics ; Mathematics - Combinatorics ; ,"Gruner, Alexander ; Huber, Michael ; "
http://arxiv.org/abs/1204.0480,Deducing Security Goals From Shape Analysis Sentences,"  Guttman presented a model-theoretic approach to establishing security goals in the context of Strand Space theory. In his approach, a run of the Cryptographic Protocol Shapes Analyzer (CPSA) produces models that determine if a goal is satisfied. This paper presents a method for extracting a sentence that completely characterizes a run of CPSA. Logical deduction can then be used to determine if a goal is satisfied. This method has been implemented and is available to all. ",Computer Science - Cryptography and Security ; Computer Science - Logic in Computer Science ; ,"Ramsdell, John D. ; "
http://arxiv.org/abs/1204.0839,A Constrained Random Demodulator for Sub-Nyquist Sampling,"  This paper presents a significant modification to the Random Demodulator (RD) of Tropp et al. for sub-Nyquist sampling of frequency-sparse signals. The modification, termed constrained random demodulator, involves replacing the random waveform, essential to the operation of the RD, with a constrained random waveform that has limits on its switching rate because fast switching waveforms may be hard to generate cleanly. The result is a relaxation on the hardware requirements with a slight, but manageable, decrease in the recovery guarantees. The paper also establishes the importance of properly choosing the statistics of the constrained random waveform. If the power spectrum of the random waveform matches the distribution on the tones of the input signal (i.e., the distribution is proportional to the power spectrum), then recovery of the input signal tones is improved. The theoretical guarantees provided in the paper are validated through extensive numerical simulations and phase transition plots. ",Computer Science - Information Theory ; ,"Harms, Andrew ; Bajwa, Waheed U. ; Calderbank, Robert ; "
http://arxiv.org/abs/1204.1160,Opinion formation in time-varying social networks: The case of the   naming game,"  We study the dynamics of the naming game as an opinion formation model on time-varying social networks. This agent-based model captures the essential features of the agreement dynamics by means of a memory-based negotiation process. Our study focuses on the impact of time-varying properties of the social network of the agents on the naming game dynamics. In particular, we perform a computational exploration of this model using simulations on top of real networks. We investigate the outcomes of the dynamics on two different types of time-varying data - (i) the networks vary on a day-to-day basis and (ii) the networks vary within very short intervals of time (20 seconds). In the first case, we find that networks with strong community structure hinder the system from reaching global agreement; the evolution of the naming game in these networks maintains clusters of coexisting opinions indefinitely leading to metastability. In the second case, we investigate the evolution of the naming game in perfect synchronization with the time evolution of the underlying social network shedding new light on the traditional emergent properties of the game that differ largely from what has been reported in the existing literature. ",Physics - Physics and Society ; Computer Science - Social and Information Networks ; ,"Maity, Suman Kalyan ; Manoj, T. Venkat ; Mukherjee, Animesh ; "
http://arxiv.org/abs/1204.1846,Approximate Revenue Maximization with Multiple Items,"  Maximizing the revenue from selling _more than one_ good (or item) to a single buyer is a notoriously difficult problem, in stark contrast to the one-good case. For two goods, we show that simple ""one-dimensional"" mechanisms, such as selling the goods separately, _guarantee_ at least 73% of the optimal revenue when the valuations of the two goods are independent and identically distributed, and at least $50\%$ when they are independent. For the case of $k>2$ independent goods, we show that selling them separately guarantees at least a $c/\log^2 k$ fraction of the optimal revenue; and, for independent and identically distributed goods, we show that selling them as one bundle guarantees at least a $c/\log k$ fraction of the optimal revenue. Additional results compare the revenues from the two simple mechanisms of selling the goods separately and bundled, identify situations where bundling is optimal, and extend the analysis to multiple buyers. ",Computer Science - Computer Science and Game Theory ; ,"Hart, Sergiu ; Nisan, Noam ; "
http://arxiv.org/abs/1204.1868,User-based key frame detection in social web video,"  Video search results and suggested videos on web sites are represented with a video thumbnail, which is manually selected by the video up-loader among three randomly generated ones (e.g., YouTube). In contrast, we present a grounded user-based approach for automatically detecting interesting key-frames within a video through aggregated users' replay interactions with the video player. Previous research has focused on content-based systems that have the benefit of analyzing a video without user interactions, but they are monolithic, because the resulting video thumbnails are the same regardless of the user preferences. We constructed a user interest function, which is based on aggregate video replays, and analyzed hundreds of user interactions. We found that the local maximum of the replaying activity stands for the semantics of information rich videos, such as lecture, and how-to. The concept of user-based key-frame detection could be applied to any video on the web, in order to generate a user-based and dynamic video thumbnail in search results. ",Computer Science - Multimedia ; Computer Science - Human-Computer Interaction ; Computer Science - Information Retrieval ; ,"Chorianopoulos, Konstantinos ; "
http://arxiv.org/abs/1204.2606,Privacy via the Johnson-Lindenstrauss Transform,"  Suppose that party A collects private information about its users, where each user's data is represented as a bit vector. Suppose that party B has a proprietary data mining algorithm that requires estimating the distance between users, such as clustering or nearest neighbors. We ask if it is possible for party A to publish some information about each user so that B can estimate the distance between users without being able to infer any private bit of a user. Our method involves projecting each user's representation into a random, lower-dimensional space via a sparse Johnson-Lindenstrauss transform and then adding Gaussian noise to each entry of the lower-dimensional representation. We show that the method preserves differential privacy---where the more privacy is desired, the larger the variance of the Gaussian noise. Further, we show how to approximate the true distances between users via only the lower-dimensional, perturbed data. Finally, we consider other perturbation methods such as randomized response and draw comparisons to sketch-based methods. While the goal of releasing user-specific data to third parties is more broad than preserving distances, this work shows that distance computations with privacy is an achievable goal. ",Computer Science - Data Structures and Algorithms ; Computer Science - Computers and Society ; Computer Science - Databases ; Computer Science - Social and Information Networks ; K.4.1 ; F.2 ; H.3.5 ; G.3 ; I.5.3 ; H.3.3 ; H.2.8 ; E.1 ; G.1.3 ; ,"Kenthapadi, Krishnaram ; Korolova, Aleksandra ; Mironov, Ilya ; Mishra, Nina ; "
http://arxiv.org/abs/1204.2727,The Cost of Perfection for Matchings in Graphs,"  Perfect matchings and maximum weight matchings are two fundamental combinatorial structures. We consider the ratio between the maximum weight of a perfect matching and the maximum weight of a general matching. Motivated by the computer graphics application in triangle meshes, where we seek to convert a triangulation into a quadrangulation by merging pairs of adjacent triangles, we focus mainly on bridgeless cubic graphs. First, we characterize graphs that attain the extreme ratios. Second, we present a lower bound for all bridgeless cubic graphs. Third, we present upper bounds for subclasses of bridgeless cubic graphs, most of which are shown to be tight. Additionally, we present tight bounds for the class of regular bipartite graphs. ",Computer Science - Discrete Mathematics ; ,"Brazil, Emilio Vital ; da Fonseca, Guilherme D. ; de Figueiredo, Celina ; Sasaki, Diana ; "
http://arxiv.org/abs/1204.3850,Simple Agents Learn to Find Their Way: An Introduction on Mapping   Polygons,"  This paper gives an introduction to the problem of mapping simple polygons with autonomous agents. We focus on minimalistic agents that move from vertex to vertex along straight lines inside a polygon, using their sensors to gather local observations at each vertex. Our attention revolves around the question whether a given configuration of sensors and movement capabilities of the agents allows them to capture enough data in order to draw conclusions regarding the global layout of the polygon. In particular, we study the problem of reconstructing the visibility graph of a simple polygon by an agent moving either inside or on the boundary of the polygon. Our aim is to provide insight about the algorithmic challenges faced by an agent trying to map a polygon. We present an overview of techniques for solving this problem with agents that are equipped with simple sensorial capabilities. We illustrate these techniques on examples with sensors that mea- sure angles between lines of sight or identify the previous location. We give an overview over related problems in combinatorial geometry as well as graph exploration. ",Computer Science - Computational Geometry ; ,"Chalopin, Jérémie ; Das, Shantanu ; Disser, Yann ; Mihalák, Matúš ; Widmayer, Peter ; "
http://arxiv.org/abs/1204.6321,Efficient Video Indexing on the Web: A System that Leverages User   Interactions with a Video Player,"  In this paper, we propose a user-based video indexing method, that automatically generates thumbnails of the most important scenes of an online video stream, by analyzing users' interactions with a web video player. As a test bench to verify our idea we have extended the YouTube video player into the VideoSkip system. In addition, VideoSkip uses a web-database (Google Application Engine) to keep a record of some important parameters, such as the timing of basic user actions (play, pause, skip). Moreover, we implemented an algorithm that selects representative thumbnails. Finally, we populated the system with data from an experiment with nine users. We found that the VideoSkip system indexes video content by leveraging implicit users interactions, such as pause and thirty seconds skip. Our early findings point toward improvements of the web video player and its thumbnail generation technique. The VideSkip system could compliment content-based algorithms, in order to achieve efficient video-indexing in difficult videos, such as lectures or sports. ",Computer Science - Multimedia ; Computer Science - Digital Libraries ; Computer Science - Human-Computer Interaction ; Computer Science - Information Retrieval ; ,"Leftheriotis, Ioannis ; Gkonela, Chrysoula ; Chorianopoulos, Konstantinos ; "
http://arxiv.org/abs/1204.6445,A Complete Dichotomy Rises from the Capture of Vanishing Signatures,"  We prove a complexity dichotomy theorem for Holant problems over an arbitrary set of complex-valued symmetric constraint functions F on Boolean variables. This extends and unifies all previous dichotomies for Holant problems on symmetric constraint functions (taking values without a finite modulus). We define and characterize all symmetric vanishing signatures. They turned out to be essential to the complete classification of Holant problems. The dichotomy theorem has an explicit tractability criterion expressible in terms of holographic transformations. A Holant problem defined by a set of constraint functions F is solvable in polynomial time if it satisfies this tractability criterion, and is #P-hard otherwise. The tractability criterion can be intuitively stated as follows: A set F is tractable if (1) every function in F has arity at most two, or (2) F is transformable to an affine type, or (3) F is transformable to a product type, or (4) F is vanishing, combined with the right type of binary functions, or (5) F belongs to a special category of vanishing type Fibonacci gates. The proof of this theorem utilizes many previous dichotomy theorems on Holant problems and Boolean #CSP. Holographic transformations play an indispensable role as both a proof technique and in the statement of the tractability criterion. ",Computer Science - Computational Complexity ; 68Q17 ; F.1.3 ; G.2.1 ; ,"Cai, Jin-Yi ; Guo, Heng ; Williams, Tyson ; "
http://arxiv.org/abs/1205.3576,Dexpler: Converting Android Dalvik Bytecode to Jimple for Static   Analysis with Soot,"  This paper introduces Dexpler, a software package which converts Dalvik bytecode to Jimple. Dexpler is built on top of Dedexer and Soot. As Jimple is Soot's main internal rep- resentation of code, the Dalvik bytecode can be manipu- lated with any Jimple based tool, for instance for performing point-to or flow analysis. ",Computer Science - Software Engineering ; ,"Bartel, Alexandre ; Klein, Jacques ; Monperrus, Martin ; Traon, Yves Le ; "
http://arxiv.org/abs/1205.4874,Perfect Secrecy Systems Immune to Spoofing Attacks,"  We present novel perfect secrecy systems that provide immunity to spoofing attacks under equiprobable source probability distributions. On the theoretical side, relying on an existence result for $t$-designs by Teirlinck, our construction method constructively generates systems that can reach an arbitrary high level of security. On the practical side, we obtain, via cyclic difference families, very efficient constructions of new optimal systems that are onefold secure against spoofing. Moreover, we construct, by means of $t$-designs for large values of $t$, the first near-optimal systems that are 5- and 6-fold secure as well as further systems with a feasible number of keys that are 7-fold secure against spoofing. We apply our results furthermore to a recently extended authentication model, where the opponent has access to a verification oracle. We obtain this way novel perfect secrecy systems with immunity to spoofing in the verification oracle model. ",Computer Science - Cryptography and Security ; Computer Science - Information Theory ; ,"Huber, Michael ; "
http://arxiv.org/abs/1205.5770,Randomized Extended Kaczmarz for Solving Least-Squares,  We present a randomized iterative algorithm that exponentially converges in expectation to the minimum Euclidean norm least squares solution of a given linear system of equations. The expected number of arithmetic operations required to obtain an estimate of given accuracy is proportional to the square condition number of the system multiplied by the number of non-zeros entries of the input matrix. The proposed algorithm is an extension of the randomized Kaczmarz method that was analyzed by Strohmer and Vershynin. ,Mathematics - Numerical Analysis ; Computer Science - Data Structures and Algorithms ; ,"Zouzias, Anastasios ; Freris, Nikolaos ; "
http://arxiv.org/abs/1205.6363,What Should Developers Be Aware Of? An Empirical Study on the Directives   of API Documentation,  Application Programming Interfaces (API) are exposed to developers in order to reuse software libraries. API directives are natural-language statements in API documentation that make developers aware of constraints and guidelines related to the usage of an API. This paper presents the design and the results of an empirical study on the directives of API documentation of object-oriented libraries. Its main contribution is to propose and extensively discuss a taxonomy of 23 kinds of API directives. ,Computer Science - Software Engineering ; ,"Monperrus, Martin ; Eichberg, Michael ; Tekes, Elif ; Mezini, Mira ; "
http://arxiv.org/abs/1206.1775,Exponential Time Complexity of the Permanent and the Tutte Polynomial,"  We show conditional lower bounds for well-studied #P-hard problems:   (a) The number of satisfying assignments of a 2-CNF formula with n variables cannot be counted in time exp(o(n)), and the same is true for computing the number of all independent sets in an n-vertex graph.   (b) The permanent of an n x n matrix with entries 0 and 1 cannot be computed in time exp(o(n)).   (c) The Tutte polynomial of an n-vertex multigraph cannot be computed in time exp(o(n)) at most evaluation points (x,y) in the case of multigraphs, and it cannot be computed in time exp(o(n/polylog n)) in the case of simple graphs.   Our lower bounds are relative to (variants of) the Exponential Time Hypothesis (ETH), which says that the satisfiability of n-variable 3-CNF formulas cannot be decided in time exp(o(n)). We relax this hypothesis by introducing its counting version #ETH, namely that the satisfying assignments cannot be counted in time exp(o(n)). In order to use #ETH for our lower bounds, we transfer the sparsification lemma for d-CNF formulas to the counting setting. ",Computer Science - Computational Complexity ; Computer Science - Data Structures and Algorithms ; Mathematics - Combinatorics ; F.2.1 ; G.2.1 ; ,"Dell, Holger ; Husfeldt, Thore ; Marx, Dániel ; Taslaman, Nina ; Wáhlen, Martin ; "
http://arxiv.org/abs/1206.3431,Computability and analysis: the legacy of Alan Turing,  We discuss the legacy of Alan Turing and his impact on computability and analysis. ,Mathematics - Logic ; Computer Science - Logic in Computer Science ; Mathematics - History and Overview ; ,"Avigad, Jeremy ; Brattka, Vasco ; "
http://arxiv.org/abs/1206.3862,Total coloring of 1-toroidal graphs of maximum degree at least 11 and no   adjacent triangles,"  A {\em total coloring} of a graph $G$ is an assignment of colors to the vertices and the edges of $G$ such that every pair of adjacent/incident elements receive distinct colors. The {\em total chromatic number} of a graph $G$, denoted by $\chiup''(G)$, is the minimum number of colors in a total coloring of $G$. The well-known Total Coloring Conjecture (TCC) says that every graph with maximum degree $\Delta$ admits a total coloring with at most $\Delta + 2$ colors. A graph is {\em $1$-toroidal} if it can be drawn in torus such that every edge crosses at most one other edge. In this paper, we investigate the total coloring of $1$-toroidal graphs, and prove that the TCC holds for the $1$-toroidal graphs with maximum degree at least~$11$ and some restrictions on the triangles. Consequently, if $G$ is a $1$-toroidal graph with maximum degree $\Delta$ at least~$11$ and without adjacent triangles, then $G$ admits a total coloring with at most $\Delta + 2$ colors. ",Mathematics - Combinatorics ; Computer Science - Discrete Mathematics ; 05C15 ; ,"Wang, Tao ; "
http://arxiv.org/abs/1206.4627,Convergence Rates of Biased Stochastic Optimization for Learning Sparse   Ising Models,"  We study the convergence rate of stochastic optimization of exact (NP-hard) objectives, for which only biased estimates of the gradient are available. We motivate this problem in the context of learning the structure and parameters of Ising models. We first provide a convergence-rate analysis of deterministic errors for forward-backward splitting (FBS). We then extend our analysis to biased stochastic errors, by first characterizing a family of samplers and providing a high probability bound that allows understanding not only FBS, but also proximal gradient (PG) methods. We derive some interesting conclusions: FBS requires only a logarithmically increasing number of random samples in order to converge (although at a very low rate); the required number of random samples is the same for the deterministic and the biased stochastic setting for FBS and basic PG; accelerated PG is not guaranteed to converge in the biased stochastic setting. ",Computer Science - Machine Learning ; Statistics - Machine Learning ; ,"Honorio, Jean ; "
http://arxiv.org/abs/1206.4656,Machine Learning that Matters,"  Much of current machine learning (ML) research has lost its connection to problems of import to the larger world of science and society. From this perspective, there exist glaring limitations in the data sets we investigate, the metrics we employ for evaluation, and the degree to which results are communicated back to their originating domains. What changes are needed to how we conduct research to increase the impact that ML has? We present six Impact Challenges to explicitly focus the field?s energy and attention, and we discuss existing obstacles that must be addressed. We aim to inspire ongoing discussion and focus on ML that matters. ",Computer Science - Machine Learning ; Computer Science - Artificial Intelligence ; Statistics - Machine Learning ; ,"Wagstaff, Kiri ; "
http://arxiv.org/abs/1206.4809,Connected Choice and the Brouwer Fixed Point Theorem,"  We study the computational content of the Brouwer Fixed Point Theorem in the Weihrauch lattice. Connected choice is the operation that finds a point in a non-empty connected closed set given by negative information. One of our main results is that for any fixed dimension the Brouwer Fixed Point Theorem of that dimension is computably equivalent to connected choice of the Euclidean unit cube of the same dimension. Another main result is that connected choice is complete for dimension greater than or equal to two in the sense that it is computably equivalent to Weak K\H{o}nig's Lemma. While we can present two independent proofs for dimension three and upwards that are either based on a simple geometric construction or a combinatorial argument, the proof for dimension two is based on a more involved inverse limit construction. The connected choice operation in dimension one is known to be equivalent to the Intermediate Value Theorem; we prove that this problem is not idempotent in contrast to the case of dimension two and upwards. We also prove that Lipschitz continuity with Lipschitz constants strictly larger than one does not simplify finding fixed points. Finally, we prove that finding a connectedness component of a closed subset of the Euclidean unit cube of any dimension greater or equal to one is equivalent to Weak K\H{o}nig's Lemma. In order to describe these results, we introduce a representation of closed subsets of the unit cube by trees of rational complexes. ","Mathematics - Logic ; Computer Science - Logic in Computer Science ; 03D30, 03D78, 03F60, 37C25 ; ","Brattka, Vasco ; Roux, Stéphane Le ; Miller, Joseph S. ; Pauly, Arno ; "
http://arxiv.org/abs/1206.5336,Near-Optimal Online Multiselection in Internal and External Memory,"  We introduce an online version of the multiselection problem, in which q selection queries are requested on an unsorted array of n elements. We provide the first online algorithm that is 1-competitive with Kaligosi et al. [ICALP 2005] in terms of comparison complexity. Our algorithm also supports online search queries efficiently.   We then extend our algorithm to the dynamic setting, while retaining online functionality, by supporting arbitrary insertions and deletions on the array. Assuming that the insertion of an element is immediately preceded by a search for that element, we show that our dynamic online algorithm performs an optimal number of comparisons, up to lower order terms and an additive O(n) term.   For the external memory model, we describe the first online multiselection algorithm that is O(1)-competitive. This result improves upon the work of Sibeyn [Journal of Algorithms 2006] when q > m, where m is the number of blocks that can be stored in main memory. We also extend it to support searches, insertions, and deletions of elements efficiently. ",Computer Science - Data Structures and Algorithms ; ,"Barbay, Jérémy ; Gupta, Ankur ; Rao, S. Srinivasa ; Sorenson, Jonathan ; "
http://arxiv.org/abs/1208.0713,On logical hierarchies within FO^2-definable languages,"  We consider the class of languages defined in the 2-variable fragment of the first-order logic of the linear order. Many interesting characterizations of this class are known, as well as the fact that restricting the number of quantifier alternations yields an infinite hierarchy whose levels are varieties of languages (and hence admit an algebraic characterization). Using this algebraic approach, we show that the quantifier alternation hierarchy inside FO^{2}[<] is decidable within one unit. For this purpose, we relate each level of the hierarchy with decidable varieties of languages, which can be defined in terms of iterated deterministic and co-deterministic products. A crucial notion in this process is that of condensed rankers, a refinement of the rankers of Weis and Immerman and the turtle languages of Schwentick, Th\'erien and Vollmer. ",Computer Science - Logic in Computer Science ; Computer Science - Formal Languages and Automata Theory ; F.4.3 ; F.4.1 ; ,"Kufleitner, Manfred ; Weil, Pascal ; "
http://arxiv.org/abs/1208.3124,On the computation of zone and double zone diagrams,"  Classical objects in computational geometry are defined by explicit relations. Several years ago the pioneering works of T. Asano, J. Matousek and T. Tokuyama introduced ""implicit computational geometry"", in which the geometric objects are defined by implicit relations involving sets. An important member in this family is called ""a zone diagram"". The implicit nature of zone diagrams implies, as already observed in the original works, that their computation is a challenging task. In a continuous setting this task has been addressed (briefly) only by these authors in the Euclidean plane with point sites. We discuss the possibility to compute zone diagrams in a wide class of spaces and also shed new light on their computation in the original setting. The class of spaces, which is introduced here, includes, in particular, Euclidean spheres and finite dimensional strictly convex normed spaces. Sites of a general form are allowed and it is shown that a generalization of the iterative method suggested by Asano, Matousek and Tokuyama converges to a double zone diagram, another implicit geometric object whose existence is known in general. Occasionally a zone diagram can be obtained from this procedure. The actual (approximate) computation of the iterations is based on a simple algorithm which enables the approximate computation of Voronoi diagrams in a general setting. Our analysis also yields a few byproducts of independent interest, such as certain topological properties of Voronoi cells (e.g., that in the considered setting their boundaries cannot be ""fat""). ","Computer Science - Computational Geometry ; Mathematics - Functional Analysis ; Mathematics - Metric Geometry ; 68U05, 47H10, 51M05, 53C22, 46B20, 65D18, 51N05 ; F.2.2 ; G.0 ; I.3.5 ; ","Reem, Daniel ; "
http://arxiv.org/abs/1208.3251,Toward Resource-Optimal Consensus over the Wireless Medium,"  We carry out a comprehensive study of the resource cost of averaging consensus in wireless networks. Most previous approaches suppose a graphical network, which abstracts away crucial features of the wireless medium, and measure resource consumption only in terms of the total number of transmissions required to achieve consensus. Under a path-loss dominated model, we study the resource requirements of consensus with respect to three wireless-appropriate metrics: total transmit energy, elapsed time, and time-bandwidth product. First we characterize the performance of several popular gossip algorithms, showing that they may be order-optimal with respect to transmit energy but are strictly suboptimal with respect to elapsed time and time-bandwidth product. Further, we propose a new consensus scheme, termed hierarchical averaging, and show that it is nearly order-optimal with respect to all three metrics. Finally, we examine the effects of quantization, showing that hierarchical averaging provides a nearly order-optimal tradeoff between resource consumption and quantization error. ",Computer Science - Information Theory ; ,"Nokleby, Matthew ; Bajwa, Waheed U. ; Calderbank, Robert ; Aazhang, Behnaam ; "
http://arxiv.org/abs/1208.6408,Java Source-code Clustering: Unifying Syntactic and Semantic Features,"  This is a companion draft to paper 'Software Clustering: Unifying Syntactic and Semantic Features', in proceedings of the 19th Working Conference on Reverse Engineering (WCRE 2012). It discusses the clustering process in detail, which appeared in the paper in an abridged form. It also contains certain additional process steps which were not covered in the WCRE paper. The clustering process is described for applications with Java source-code. However, as argued in the WCRE paper, it can be seamlessly adapted to many other programming paradigms. ",Computer Science - Software Engineering ; D.2.7 ; ,"Misra, Janardan ; Kaulgud, Vikrant ; Titus, Gary ; KM, Annervaz ; Sengupta, Shubhashis ; "
http://arxiv.org/abs/1209.0521,Efficient EM Training of Gaussian Mixtures with Missing Data,"  In data-mining applications, we are frequently faced with a large fraction of missing entries in the data matrix, which is problematic for most discriminant machine learning algorithms. A solution that we explore in this paper is the use of a generative model (a mixture of Gaussians) to compute the conditional expectation of the missing variables given the observed variables. Since training a Gaussian mixture with many different patterns of missing values can be computationally very expensive, we introduce a spanning-tree based algorithm that significantly speeds up training in these conditions. We also observe that good results can be obtained by using the generative model to fill-in the missing values for a separate discriminant learning algorithm. ",Computer Science - Machine Learning ; Statistics - Machine Learning ; ,"Delalleau, Olivier ; Courville, Aaron ; Bengio, Yoshua ; "
http://arxiv.org/abs/1209.0735,Lambert W Function for Applications in Physics,"  The Lambert W(x) function and its possible applications in physics are presented. The actual numerical implementation in C++ consists of Halley's and Fritsch's iterations with initial approximations based on branch-point expansion, asymptotic series, rational fits, and continued-logarithm recursion. ",Computer Science - Mathematical Software ; Computer Science - Numerical Analysis ; Physics - Computational Physics ; ,"Veberic, Darko ; "
